시도,시군구,설치장소,도로명주소,위도,경도
전라남도,신안군,만재도보건진료소,전라남도 신안군 흑산면 만재도길 88-1,,
전라남도,신안군,장도보건진료소,전라남도 신안군 흑산면 장도길 51-1,,
전라남도,신안군,능산도보건진료소,전라남도 신안군 하의면 능뫼큰길 5-18,,
전라남도,신안군,옥도보건진료소,전라남도 신안군 하의면 옥도길 80-8,,
전라남도,신안군,마진도보건진료소,전라남도 신안군 장산면 마진도길 28,,
전라남도,신안군,반월도보건진료소,전라남도 신안군 안좌면 반월도길 211,,
전라남도,신안군,자라도보건진료소,전라남도 신안군 안좌면 자라도길 70,,
전라남도,신안군,당사도보건진료소,전라남도 신안군 암태면 당사도길 156-30,,
전라남도,신안군,추포도보건진료소,전라남도 신안군 암태면 승봉로 491,,
전라남도,신안군,대일약국,전라남도 신안군 지도읍 봉리길 9,,
전라남도,신안군,지도중앙 약국,전라남도 신안군 지도읍 봉리길 16-1,,
전라남도,신안군,지도행복 약국,전라남도 신안군 지도읍 봉리길 3,,
전라남도,신안군,천사 약국,전라남도 신안군 압해읍 압해로 872,,
전라남도,신안군,압해종로 약국,전라남도 신안군 압해읍 압해로 869,,
전라남도,신안군,유한 약국,전라남도 신안군 임자면 임자로 146,,
전라남도,신안군,신안 약국,전라남도 신안군 자은면 구영2길 46,,
전라남도,신안군,세명 약국,전라남도 신안군 비금면 송치길 155-19,,
전라남도,신안군,녹십자 약국,전라남도 신안군 흑산면 예리1길 68-4,,
전라남도,신안군,대창 약국,전라남도 신안군 안좌면 중부로 852,,
전라남도,신안군,구영 약국,전라남도 신안군 암태면 중부로 1820-4,,
경기도,고양시,가은약국,"경기도 고양시 일산서구 탄중로233번길 25, 105호 (탄현동, 외 1필지 양우프라자)",,
경기도,고양시,강선약국   ,"경기도 고양시 일산서구 대산로 117, 101호 (주엽동)",,
경기도,고양시,건강한약국,"경기도 고양시 일산서구 일산로 526, 1층 (일산동, 진송빌딩)",,
경기도,고양시,굿모닝약국,"경기도 고양시 덕양구 화중로 76, 406호 (화정동, 대감빌딩)",,
경기도,고양시,그레이스온누리약국,"경기도 고양시 덕양구 중앙로 548, 102호 (행신동, 현대프라자)",,
경기도,고양시,나무온누리약국,"경기도 고양시 일산동구 중산로 105, 107호 (중산동, 현해프라자)",,
경기도,고양시,대원약국,"경기도 고양시 일산서구 중앙로 1426, 105,106호 (주엽동, 일송노블레스)",,
경기도,고양시,대화건강약국,"경기도 고양시 일산서구 중앙로 1563, 103호 (대화동, 영림브레아)",,
경기도,고양시,동우약국,"경기도 고양시 덕양구 화신로260번길 57, 요진타워 305호 (화정동)",,
경기도,고양시,마트약국,"경기도 고양시 일산동구 중앙로 1124, 2(일부)층 (백석동, 이마트)",,
경기도,고양시,명보약국,"경기도 고양시 덕양구 중앙로472번길 73 (행신동,1층)",,
경기도,고양시,보명약국,경기도 고양시 덕양구 혜음로 9 (고양동),,
경기도,고양시,보성약국,경기도 고양시 덕양구 삼송로 189-7 (삼송동),,
경기도,고양시,보영약국,"경기도 고양시 일산서구 대화2로 137, 상가동 104호 (대화동, 대화마을)",,
경기도,고양시,봄약국,"경기도 고양시 일산동구 장백로 56, 204-2호 (백석동, 크리스탈빌딩)",,
경기도,고양시,사랑약국,"경기도 고양시 일산서구 후곡로 19, 304호 (일산동, 평화프라자 )",,
경기도,고양시,사랑플러스약국,"경기도 고양시 일산동구 중앙로 1079, 백석역 더리브 스타일 1층 124호 (백석동)",,
경기도,고양시,삼정약국,"경기도 고양시 덕양구 중앙로 478, 103호 (행신동, 행신미원프라자)",,
경기도,고양시,새사랑약국,"경기도 고양시 일산서구 중앙로 1416, 201-1호 (주엽동, 한사랑빌딩)",,
경기도,고양시,수생약국   ,경기도 고양시 덕양구 원당로33번길 30 (주교동),,
경기도,고양시,수정약국,"경기도 고양시 덕양구 충장로 140, 303동 (행신동, 썬프라자)",,
경기도,고양시,스마일약국,"경기도 고양시 일산서구 호수로 817, 레이킨스몰 2층 242호 (대화동)",,
경기도,고양시,시민약국,"경기도 고양시 일산동구 고양대로 762, 104호 (중산동, 하늘빌딩)",,
경기도,고양시,신중앙약국,"경기도 고양시 덕양구 중앙로 550, 104호 (행신동, 삼일프라자)",,
경기도,고양시,애플약국,"경기도 고양시 일산서구 킨텍스로 217-23, 일산 더샵 그라비스타 102-10호 (대화동)",,
경기도,고양시,연세약국,"경기도 고양시 일산서구 중앙로 1371, 1층 61,62호 (주엽동, 뉴서울상가)",,
경기도,고양시,열린약국,"경기도 고양시 일산서구 일산로 523, 108호 (일산동, 보성상가)",,
경기도,고양시,영재약국,"경기도 고양시 덕양구 토당로 115 (토당동, 금호프라자)",,
경기도,고양시,온누리시민약국,"경기도 고양시 일산동구 중앙로 1228, 1(일부)층 (마두동, KT고양지사)",,
경기도,고양시,온누리은하수약국,"경기도 고양시 일산동구 강촌로 157, 303호 (마두동, 서울코아)",,
경기도,고양시,원흥메디컬약국,"경기도 고양시 덕양구 권율대로 685, 105호,106호 (원흥동)",,
경기도,고양시,유스약국,"경기도 고양시 덕양구 동세로 63, 1층 (삼송동, 강남프라자)",,
경기도,고양시,윤진약국,"경기도 고양시 덕양구 중앙로 554, 103호 (행신동, 희성프라자)",,
경기도,고양시,이편한온누리약국,"경기도 고양시 일산서구 주화로 180, 104호 (대화동, 월드메르디앙)",,
경기도,고양시,일산굿모닝약국,"경기도 고양시 일산서구 호수로856번길 74-9, 1층 (대화동)",,
경기도,고양시,일산선약국,"경기도 고양시 일산서구 가좌1로 53, 110호 (가좌동, 샤르망프라자)",,
경기도,고양시,정문온누리약국,"경기도 고양시 일산동구 일산로 328, 103,104호 (마두동, 수색조합상가)",,
경기도,고양시,지성약국,"경기도 고양시 일산서구 중앙로 1419, 102호 (주엽동, 정도프라자)",,
경기도,고양시,참약사참약국,"경기도 고양시 덕양구 동송로 63, 1층 103호 (삼송동)",,
경기도,고양시,청구약국,"경기도 고양시 일산동구 노루목로 107, 111호 (장항동, 청구APT상가)",,
경기도,고양시,큰곰약국,"경기도 고양시 덕양구 혜음로 9, 정호빌딩 1층 2,3호 (고양동)",,
경기도,고양시,큰믿음약국,"경기도 고양시 일산서구 호수로856번길 73-4, 1(좌측)층 (대화동)",,
경기도,고양시,평강약국,"경기도 고양시 덕양구 호국로 822, 1층 119호 (성사동, 명지캐럿86)",,
경기도,고양시,푸른바다약국,"경기도 고양시 일산서구 중앙로 1559, 107호 (대화동, 씨티타워)",,
경기도,고양시,풍동메디칼약국,"경기도 고양시 일산동구 숲속마을1로 77, 106호 (풍동, 그린메디피아빌딩)",,
경기도,고양시,한마음약국,경기도 고양시 덕양구 삼송로 12 (원흥동),,
경기도,고양시,행복약국,"경기도 고양시 일산서구 일산로 538, 103호 (일산동, 일신2조합)",,
경기도,고양시,행복한약국,"경기도 고양시 일산동구 강송로73번길 7-19, 1층 (백석동)",,
경기도,고양시,향동온누리약국,"경기도 고양시 덕양구 꽃마을로 4, 퍼스트타워 1층 (향동동)",,
경기도,구리시,구리시보건소,경기 구리시 건원대로34번길 84 구리보건소,37.60477591,127.1451944
경기도,구리시,수택보건지소,경기 구리시 체육관로 74 구리시행정복지센터,37.59152783,127.1386195
경기도,구리시,갈매보건지소,경기 구리시 산마루로 24 신성타워 5층,37.63112812,127.116558
경상남도,거제시,거제시보건소,경상남도 거제시 수양로 506,,
경상남도,거제시,일운면보건지소,경상남도 거제시 일운면 지세포해안로 105,,
경상남도,거제시,동부면보건지소,경상남도 거제시 동부면 동부로2길 21-1,,
경상남도,거제시,남부면보건지소,경상남도 거제시 남부면 저구1길 37-1,,
경상남도,거제시,둔덕면보건지소,경상남도 거제시 둔덕면 거제남서로 4606,,
경상남도,거제시,사등면보건지소,경상남도 거제시 사등면 성포로 104-1,,
경상남도,거제시,연초면보건지소,경상남도 거제시 연초면 죽토로 11,,
경상남도,거제시,하청면보건지소,경상남도 거제시 하청면 하청로 12-9,,
경상남도,거제시,장목면보건지소,경상남도 거제시 장목면 거제북로 1195,,
경상남도,거제시,칠천보건지소,경상남도 거제시 하청면 칠천로 274,,
경상남도,거제시,거제면보건지소,경상남도 거제시 거제면 읍내로 7길 23,,
경상남도,거제시,구조라보건진료소,경상남도 거제시 일운면 구조라로 22,,
경상남도,거제시,망치보건진료소,경상남도 거제시 일운면 망치2길 12,,
경상남도,거제시,학동보건진료소,경상남도 거제시 동부면 거제중앙로 21,,
경상남도,거제시,가배보건진료소,경상남도 거제시 동부면 거제남서로 2269,,
경상남도,거제시,산달보건진료소,경상남도 거제시 거제면 산달1길 12,,
경상남도,거제시,화도보건진료소,경상남도 거제시 둔덕면 화도길 139,,
경상남도,거제시,가조보건진료소,경상남도 거제시 사등면 가조로 1298,,
경상남도,거제시,한내보건진료소,경상남도 거제시 연초면 연하해안로 796,,
경상남도,거제시,명동보건진료소,경상남도 거제시 연초면 대금산로 386,,
경상남도,거제시,덕곡보건진료소,경상남도 거제시 하청면 덕곡3길 5,,
경상남도,거제시,구영보건진료소,경상남도 거제시 장목면 거제북로 1918-1,,
경상남도,거제시,외포보건진료소,경상남도 거제시 장목면 외포4길 12,,
경상남도,거제시,일운면사무소,경상남도 거제시 일운면 지세포4길 7,,
경상남도,거제시,동부면사무소,경상남도 거제시 동부면 동부로 16,,
경상남도,거제시,남부면사무소,경상남도 거제시 남부면 남부해안로 30,,
경상남도,거제시,거제면사무소,경상남도 거제시 거제면 서상길 1,,
경상남도,거제시,둔덕면사무소,경상남도 거제시 둔덕면 거제남서로 4620,,
경상남도,거제시,사등면사무소,경상남도 거제시 사등면 성포로 104,,
경상남도,거제시,연초면사무소,경상남도 거제시 연초면 죽토로 11,,
경상남도,거제시,하청면사무소,경상남도 거제시 하청면 하청로 12-7,,
경상남도,거제시,장목면사무소,경상남도 거제시 장목면 장동1길 46-1,,
경상남도,거제시,장승포동주민센터,경상남도 거제시 장승로 146-25,,
경상남도,거제시,능포동주민센터,경상남도 거제시 능포로 182,,
경상남도,거제시,아주동주민센터,경상남도 거제시 탑곡로 73,,
경상남도,거제시,옥포1동주민센터,경상남도 거제시 옥포로2길7,,
경상남도,거제시,옥포2동행정복지센터,경상남도 거제시 옥포로 25길 20,,
경상남도,거제시,장평동주민센터,경상남도 거제시 장평3로 10,,
경상남도,거제시,고현동주민센터,경상남도 거제시 거제중앙로 13길 24,,
경상남도,거제시,상문동주민센터,경상남도 거제시 거제중앙로 1641,,
경상남도,거제시,수양동주민센터,경상남도 거제시 제산로5길 26,,
인천광역시,중구,중구보건소,"인천광역시 중구 참외전로72번길 21(전동, 중구보건소)",,
인천광역시,중구,국제도시보건과,인천광역시 중구 운남서로 100-1,,
인천광역시,중구,용유보건지소,인천광역시 중구 마시란로 308-13,,
인천광역시,중구,무의보건진료소,인천광역시 중구 대무의로 310-11(무의동 246-7),,
인천광역시,중구,중구1청사 민원지적과,인천광역시 중구 신포로27번길 80,,
인천광역시,중구,신흥동 행정복지센터,인천광역시 중구 제물량로80번길 3-14,,
인천광역시,중구,도원동 행정복지센터,인천광역시 중구 도원로 42,,
인천광역시,중구,율목동 행정복지센터,인천광역시 중구 서해대로483번길 3,,
인천광역시,중구,동인천동 행정복지센터,인천광역시 중구 참외전로72번길 25,,
인천광역시,중구,개항동 행정복지센터,인천광역시 중구 차이나타운로44번길 13-2,,
인천광역시,중구,운서동 행정복지센터,인천광역시 중구 흰바위로27번길 10,,
인천광역시,중구,영종1동 행정복지센터,인천광역시 중구 하늘달빛로 120,,
인천광역시,중구,영종2동 행정복지센터,인천 중구 은하수로 160 ,,
인천광역시,중구,신포동 행정복지센터,인천광역시 중구 제물량로 168,,
인천광역시,중구,연안동 행정복지센터,인천광역시 중구 축항대로86번길 44,,
인천광역시,중구,W-store 스타약국,"인천광역시 중구 공항로 272 (운서동, 인천국제공항여객터미널 3층)",,
인천광역시,중구,건강한21세기약국,인천광역시 중구 우현로 47 (신포동),,
인천광역시,중구,경기약국,인천광역시 중구 답동로30번길 3 (경동),,
인천광역시,중구,금강약국,인천광역시 중구 인항로 34 (신흥동3가),,
인천광역시,중구,길메디칼약국,인천광역시 중구 큰우물로 22-1 (용동),,
인천광역시,중구,달빛약국,"인천광역시 중구 하늘달빛로 76, 동명프라자 104호 (중산동)",,
인천광역시,중구,대경약국,인천광역시 중구 인중로26번길 21 (도원동),,
인천광역시,중구,대황약국,인천광역시 중구 제물량로24번길 6-34 (신흥동3가),,
인천광역시,중구,동행약국,"인천광역시 중구 영종대로162번길 20, 107호 (운서동)",,
인천광역시,중구,라라약국,"인천광역시 중구 흰바위로 258, 센타프라자 113호 (운남동)",,
인천광역시,중구,라이프약국,인천광역시 중구 축항대로86번길 38 (항동7가),,
인천광역시,중구,메디온정문약국,인천광역시 중구 답동로30번길 9 (경동),,
인천광역시,중구,메디팜인하약국,"인천광역시 중구 인항로 34, 현대상가 (신흥동3가)",,
인천광역시,중구,미소약국,"인천광역시 중구 하늘별빛로65번길 11, 해솔프라자 1층 101호 (중산동)",,
인천광역시,중구,바다약국,인천광역시 중구 용유서로 298(을왕동),,
인천광역시,중구,밸런스약국,"인천광역시 중구 공항로 272, 인천공항제2여객터미널 지하1층 (운서동)",,
인천광역시,중구,베스트약국,"인천광역시 중구 공항로 271, 지하1층 (운서동, 인천국제공항역)",,
인천광역시,중구,보듬약국,"인천광역시 중구 영종대로 118, 뉴에어포트오피스텔 102호 (운서동)",,
인천광역시,중구,보원약국,인천광역시 중구 우현로 86 (인현동),,
인천광역시,중구,봄온누리약국,"인천광역시 중구 자연대로 47, 대지스타타워2 1층 111호 (중산동)",,
인천광역시,중구,새봄약국,"인천광역시 중구 하늘별빛로 71, 타임프라자 104호 (중산동)",,
인천광역시,중구,서울메디칼약국,"인천광역시 중구 신도시남로 137 (운서동, 화평빌딩)",,
인천광역시,중구,서울행복약국,"인천광역시 중구 운남로 169, 1층 104호 (운남동)",,
인천광역시,중구,수한약국,"인천광역시 중구 자연대로 28, 영종그랑블루 204호 (중산동)",,
인천광역시,중구,스마트약국,인천광역시 중구 축항대로86번길 38 (항동7가),,
인천광역시,중구,스카이약국,"인천광역시 중구 흰바위로 51, 롯데마트 3층 (운서동)",,
인천광역시,중구,스카이팜약국,"인천광역시 중구 공항로 272, 인천공항 제2여객터미널 3층출국장 (운서동)",,
인천광역시,중구,신세계약국,"인천광역시 중구 참외전로 134-1 (인현동, 신세계약국,거상인력)",,
인천광역시,중구,신포부부약국,인천광역시 중구 우현로39번길 2 (신포동),,
인천광역시,중구,신포프라자온누리약국,"인천광역시 중구 우현로 41, 신포프라자약국,현대의원,풀잎문화센터 (신포동)",,
인천광역시,중구,신흥약국,인천광역시 중구 제물량로 131 (답동),,
인천광역시,중구,썬약국,"인천광역시 중구 하늘중앙로195번길 14, 이은스퀘어 125호 (중산동)",,
인천광역시,중구,에이스팜약국,"인천광역시 중구 공항로 272, 인천공항 3층 (운서동)",,
인천광역시,중구,연세약국,"인천광역시 중구 공항로424번길 66, 지하1층 117호 (운서동, 에클라트)",,
인천광역시,중구,영종SKY약국,"인천광역시 중구 하늘중앙로225번길 3, 영종M타워 1층 107,108호 (중산동)",,
인천광역시,중구,영종길온누리약국,"인천광역시 중구 하늘달빛로 94, 113호 (중산동)",,
인천광역시,중구,영종올리브약국,"인천광역시 중구 하늘별빛로65번길 7-9, 스카이타워 117호 (중산동)",,
인천광역시,중구,영종우리들약국,"인천광역시 중구 영종대로 100, 1층 (운서동)",,
인천광역시,중구,영종제일태평양약국,"인천광역시 중구 하늘중앙로 193, 조양타워 108~109호 (중산동)",,
인천광역시,중구,영종태평양약국,"인천광역시 중구 흰바위로 31, 1층 (운서동)",,
인천광역시,중구,옵티마 대학약국,인천광역시 중구 서해대로 366 (신흥동3가),,
인천광역시,중구,옵티마프라자약국,"인천광역시 중구 공항로 272 (운서동, 인천국제공항여객터미널 3층)",,
인천광역시,중구,우리약국,인천광역시 중구 제물량로 65 (신흥동3가),,
인천광역시,중구,운서마루약국,"인천광역시 중구 영종대로 184, 영종예스타워복합상영관 115호 (운서동)",,
인천광역시,중구,운서온누리약국,"인천광역시 중구 영종대로 106, 104호 (운서동)",,
인천광역시,중구,원지당약국,인천광역시 중구 제물량로 121 (답동),,
인천광역시,중구,월드탑약국,"인천광역시 중구 공항로 272, 3층 (운서동, 인천국제공항)",,
인천광역시,중구,유동약국,인천광역시 중구 서해대로494번길 2-1 (유동),,
인천광역시,중구,유한온누리약국,인천광역시 중구 연안부두로33번길 36 (항동7가),,
인천광역시,중구,으뜸약국,인천광역시 중구 도원로7번길 12-1 (선화동),,
인천광역시,중구,인일약국,인천광역시 중구 연안부두로 9 (항동7가),,
인천광역시,중구,인천약국,인천광역시 중구 홍예문로98번길 7 (인현동),,
인천광역시,중구,인하정문약국,"인천광역시 중구 인항로 42, 신영상가 104호 (신흥동3가)",,
인천광역시,중구,정성약국,인천광역시 중구 도원로7번길 1 (신흥동3가),,
인천광역시,중구,중앙약국,인천광역시 중구 참외전로72번길 22-7 (전동),,
인천광역시,중구,천사약국,"인천광역시 중구 인중로 134, 2층 (신생동)",,
인천광역시,중구,청안약국,"인천광역시 중구 우현로 75, 눈편한안과,상아치과,포도나무약국 (인현동)",,
인천광역시,중구,큰사랑약국,인천광역시 중구 서해대로 476 (유동),,
인천광역시,중구,터미널약국,"인천광역시 중구 연안부두로 70 (항동7가, 인천항연안여객터미널)",,
인천광역시,중구,튼튼약국,"인천광역시 중구 하늘중앙로195번길 11, 더테라스 103호 (중산동)",,
인천광역시,중구,포도나무약국,"인천광역시 중구 우현로 90, 1층 (인현동)",,
인천광역시,중구,프라임약국,"인천광역시 중구 공항로 272, 인천공항 제2여객터미널  3층 A/S 5-31-49호 (운서동)",,
인천광역시,중구,하늘365약국,"인천광역시 중구 하늘달빛로 84, 105호 (중산동)",,
인천광역시,중구,하늘그린약국,"인천광역시 중구 신도시남로 137, 1층 (운서동)",,
인천광역시,중구,하늘바다약국,"인천광역시 중구 하늘별빛로65번길 8-11, 메이채프라자 102호 (중산동)",,
인천광역시,중구,하늘약국,"인천광역시 중구 운남로 167, 허브빌딩 101,102호 (운남동)",,
인천광역시,중구,해마루약국,"인천광역시 중구 하늘별빛로 75, 1층 (중산동)",,
인천광역시,중구,해오름약국,"인천광역시 중구 흰바위로 41, 2층 (운서동)",,
인천광역시,동구,동구보건소,인천광역시 동구 석수로 90,,
인천광역시,동구,백제약국,"인천광역시 화수로 38, 103호",,
인천광역시,동구,만석동 행정복지센터,인천광역시 동구 석수로 96,,
인천광역시,동구,화수1.화평동 행정복지센터,인천광역시 동구 화도로 41,,
인천광역시,동구,화수2동 행정복지센터,인천광역시 동구 화수안로 42,,
인천광역시,동구,송현1.2동 행정복지센터,인천광역시 동구 솔빛로 22번길 2,,
인천광역시,동구,송현3동 행정복지센터,인천광역시 동구 인중로 635-20,,
인천광역시,동구,송림1동 행정복지센터,"인천광역시 동구 금곡로 35 2층, 201호",,
인천광역시,동구,송림2동 행정복지센터,인천광역시 동구 안송로 6번길 5,,
인천광역시,동구,송림3.5동 행정복지센터,인천광역시 동구 새천년로 72,,
인천광역시,동구,송림4동 행정복지센터,인천광역시 동구 송림동 346,,
인천광역시,동구,송림6동 행정복지센터,인천광역시 동구 샛골로 162번길 56,,
인천광역시,동구,금창동 행정복지센터,인천광역시 동구 금곡로 36번길 16,,
인천광역시,미추홀구,미추홀구보건소,인천광역시 미추홀구 주안서로 25(주안동),,
인천광역시,미추홀구,숭의보건지소,인천광역시 미추홀구 경인로 54(숭의동),,
인천광역시,미추홀구,용현2동행정복지센터,인천광역시 미추홀구 용마루로 56(용현동),,
인천광역시,미추홀구,용현3동행정복지센터,인천광역시 미추홀구 인주대로 133(용현동),,
인천광역시,미추홀구,용현5동행정복지센터,인천광역시 미추홀구 토금북로 60(용현동),,
인천광역시,미추홀구,문학동행정복지센터,인천광역시 미추홀구 소성로 339(문학동),,
인천광역시,미추홀구,관교동행정복지센터,인천광역시 미추홀구 인하로 452(관교동),,
인천광역시,미추홀구,주안2동행정복지센터,인천광역시 미추홀구 남주길43번길 14-29 (주안동),,
인천광역시,미추홀구,주안3동행정복지센터,인천광역시 미추홀구 주승로31번길 28-10 (주안동),,
인천광역시,미추홀구,주안4동행정복지센터,인천광역시 미추홀구 구월남로 5(주안동),,
인천광역시,미추홀구,주안6동행정복지센터,인천광역시 미추홀구 경원대로864번길 59(주안동),,
인천광역시,미추홀구,주안7동행정복지센터,인천광역시 미추홀구 인하로 265(주안동),,
인천광역시,미추홀구,주안8동행정복지센터,인천광역시 미추홀구 인주대로470번길 24(주안동),,
인천광역시,미추홀구,미추홀사랑약국,"인천광역시 미추홀구 인주대로35번길 46, 숭의동 근린생활시설 1층 좌측호 (숭의동)",,
인천광역시,미추홀구,건강약국,"인천광역시 미추홀구 낙섬서로 36, 1층 6호 (용현동)",,
인천광역시,미추홀구,인하스카이뷰약국,"인천광역시 미추홀구 독배로317번길 29, 컬러프라자 101호 (용현동)",,
인천광역시,미추홀구,메디칼정성약국,"인천광역시 미추홀구 독배로 309, 노블레스타워 108호,109호 (용현동)",,
인천광역시,미추홀구,바른아산약국,"인천광역시 미추홀구 인하로299번길 3, 일정빌딩 1층 (주안동)",,
인천광역시,미추홀구,미추홀약국,"인천광역시 미추홀구 숙골로87번길 5, 204동 2층 16호 (도화동, 더샵 인천스카이타워 2단지)",,
인천광역시,미추홀구,주안시민약국,"인천광역시 미추홀구 경인로 399-1, 훈산빌딩 1층 일부층 (주안동)",,
인천광역시,미추홀구,삼성온누리약국,"인천광역시 미추홀구 낙섬서로 4, 현대메디켈센타 102호 좌측호 (용현동)",,
인천광역시,미추홀구,석바위하나약국,"인천광역시 미추홀구 경원대로 848, 주안태흥프라자 104호 (주안동)",,
인천광역시,미추홀구,바른정약국,"인천광역시 미추홀구 인주대로 470, 죠이하우스빌딩 1층 (주안동)",,
인천광역시,미추홀구,주안튼튼약국,"인천광역시 미추홀구 석정로 391, 1층 (주안동)",,
인천광역시,미추홀구,도움약국,"인천광역시 미추홀구 낙섬중로 138, 미추홀프라자 101호 (용현동)",,
인천광역시,미추홀구,휴베이스센트럴약국,"인천광역시 미추홀구 연남로 35, 인천종합터미널,롯데백화점 지하1층 (관교동)",,
인천광역시,미추홀구,비타민약국,"인천광역시 미추홀구 인주대로 51, 더스테이프라임월드 108호 (숭의동)",,
인천광역시,미추홀구,종로5가약국,"인천광역시 미추홀구 인주대로 131, 1층 (용현동)",,
인천광역시,미추홀구,선정수약국,"인천광역시 미추홀구 학익소로 66, 선정빌딩 1층 106호 (학익동)",,
인천광역시,미추홀구,햇님약국,"인천광역시 미추홀구 숙골로 114, 우리타워 103호 (도화동)",,
인천광역시,미추홀구,드림약국,인천광역시 미추홀구 독배로 465 (숭의동),,
인천광역시,미추홀구,열린약국,"인천광역시 미추홀구 낙섬중로 37, 1층 (용현동)",,
인천광역시,미추홀구,르네상스약국,"인천광역시 미추홀구 경원대로 869, 르네상스빌딩 504호 (주안동)",,
인천광역시,미추홀구,한결약국,"인천광역시 미추홀구 독정이로 79, 미지빌딩 102호 (숭의동)",,
인천광역시,미추홀구,온사랑온누리약국,"인천광역시 미추홀구 미추홀대로 715, 101호 (주안동)",,
인천광역시,미추홀구,건강효약국,"인천광역시 미추홀구 인주대로132번길 12, 1층 (용현동)",,
인천광역시,미추홀구,가까운무궁화약국,"인천광역시 미추홀구 인주대로128번길 7-10, 1층 (용현동)",,
인천광역시,미추홀구,건강나누리약국,"인천광역시 미추홀구 인주대로 489, 1층 (주안동)",,
인천광역시,미추홀구,주안정약국,"인천광역시 미추홀구 미추홀대로719번길 4, 부성PINE 104,105,106호 (주안동)",,
인천광역시,미추홀구,더편한약국,인천광역시 미추홀구 인주대로 404 (주안동),,
인천광역시,미추홀구,푸르미약국,"인천광역시 미추홀구 인하로 296, 쌍용아파트상가 107호 (주안동)",,
인천광역시,미추홀구,대영약국,인천광역시 미추홀구 인주대로132번길 6 (용현동),,
인천광역시,미추홀구,건강제일약국,인천광역시 미추홀구 경인로 291 (도화동),,
인천광역시,미추홀구,메디팜현상약국,"인천광역시 미추홀구 미추홀대로 628, 1층 (주안동)",,
인천광역시,미추홀구,태양약국,"인천광역시 미추홀구 구월로37번길 46, 1층 (주안동)",,
인천광역시,미추홀구,용현우리약국,"인천광역시 미추홀구 독배로 420-1, 102호 (용현동)",,
인천광역시,미추홀구,백세약국,"인천광역시 미추홀구 경인로 429, 1층 (주안동)",,
인천광역시,미추홀구,다나약국,"인천광역시 미추홀구 경인로 233, 1층 1호 (도화동)",,
인천광역시,미추홀구,보은약국,"인천광역시 미추홀구 인주대로 130, 1층 (용현동)",,
인천광역시,미추홀구,신기시장약국,"인천광역시 미추홀구 인하로 275, 1층 101호 (주안동)",,
인천광역시,미추홀구,아침6시약국,"인천광역시 미추홀구 인주대로 460, 1층 (주안동)",,
인천광역시,미추홀구,하늘온누리약국,인천광역시 미추홀구 낙섬중로32번길 15 (용현동),,
인천광역시,미추홀구,성광코끼리약국,"인천광역시 미추홀구 독배로 422, 1층 (용현동)",,
인천광역시,미추홀구,유원소망약국,"인천광역시 미추홀구 낙섬중로 101, 1층 (용현동)",,
인천광역시,미추홀구,키즈맘약국,"인천광역시 미추홀구 경원대로 766, 1층 (주안동)",,
인천광역시,미추홀구,디에이치(DH)메디컬약국,"인천광역시 미추홀구 석정로 271, 1층 (도화동)",,
인천광역시,미추홀구,석바위약국,"인천광역시 미추홀구 경원대로 862, 1층 (주안동)",,
인천광역시,미추홀구,뉴(new)현대약국,"인천광역시 미추홀구 인주대로35번길 46, 숭의동 근린생활시설 1층 (숭의동)",,
인천광역시,미추홀구,굿모닝약국,"인천광역시 미추홀구 소성로 333, 1층 (문학동)",,
인천광역시,미추홀구,혜은약국,"인천광역시 미추홀구 인하로262번길 6, 1층 (주안동)",,
인천광역시,미추홀구,시민온누리약국,"인천광역시 미추홀구 미추홀대로 688, 1층 101호 (주안동)",,
인천광역시,미추홀구,365열린온누리약국,"인천광역시 미추홀구 낙섬중로 105, 유원빌딩 1층 101호 (용현동)",,
인천광역시,미추홀구,튼튼약국,"인천광역시 미추홀구 경인로 430, 1층 (주안동)",,
인천광역시,미추홀구,희망약국,"인천광역시 미추홀구 미추홀대로 573, 1층 (주안동)",,
인천광역시,미추홀구,수약국,"인천광역시 미추홀구 독배로317번길 23, 1층 103호 (용현동, 해성프라자)",,
인천광역시,미추홀구,바른약국,인천광역시 미추홀구 낙섬중로 40 (용현동),,
인천광역시,미추홀구,세인약국,인천광역시 미추홀구 제일로 42-1 (도화동),,
인천광역시,미추홀구,중앙메디칼약국,"인천광역시 미추홀구 독배로 311, 1층 110호 (용현동, 비젼프라자)",,
인천광역시,미추홀구,서해안약국,인천광역시 미추홀구 용삼길 34 (용현동),,
인천광역시,미추홀구,명성약국,"인천광역시 미추홀구 소성로 136, 1층 102호 (학익동)",,
인천광역시,미추홀구,세계로건강약국,"인천광역시 미추홀구 경원대로 858, 1층 (주안동, 씨티프라자)",,
인천광역시,미추홀구,신보건약국,"인천광역시 미추홀구 주안서로 26-1, 1층 (주안동)",,
인천광역시,미추홀구,사랑약국,"인천광역시 미추홀구 석정로 306, 1층 106호 (도화동, 삼원상가)",,
인천광역시,미추홀구,제일약국,"인천광역시 미추홀구 인주대로 396, 1층 (주안동)",,
인천광역시,미추홀구,삼성약국,"인천광역시 미추홀구 석정로 379, 신동반점 1층 (주안동)",,
인천광역시,미추홀구,다온약국,"인천광역시 미추홀구 미추홀대로722번길 12, 한국빌딩 101호 (주안동)",,
인천광역시,미추홀구,올리브온누리약국,"인천광역시 미추홀구 아암대로29번길 48 (용현동, 백운프라자)",,
